MOE_Code;MOE_Name;Address;Contact Person;Telephone;Telephone_Alt1;Telephone_Alt2;Email;Website;Year Opened;Longitude;Latitude;Area Administrative;Locality;Type;Ownership;Sector;School Administrator 1;School Administrator 2
K21103;Belize Christian Academy Preschool;47 1/2 Mls Western Highway, Banana Bank Road;Carolyn Hulse;822-3048;615-1231;;chulse@belizechristianacademy.com;www.belizechristianacademy.com;2008;-88.7836532;17.277441;Cayo;Rural;Preschool;Private Schools;Private;Carolyn Hulse;Nadini Vasquez
K11001;Belize Elementary Preschool;Princess Margaret Drive;Majiba Sharp;223-5765;;;pto@bes.edu.bz;www.bes.edu.bz;1988;-88.19728079;17.50686001;Belize;Urban;Preschool;Private Schools;Private;Majiba Sharp;
K60104;Bella Vista Preschool;Bella Vista Village, Toledo District;Arlette Serano;652-9946;;;arletteserano@gmail.com;;2021;-88.5172672;16.50312097;Toledo;Rural;Preschool;Government Schools;Government;;
K22002;Benque Viejo Community Preschool;Corner Baron Bliss & Church St;Flor Velasquez;803-2110;;;benquecommunitypreschool@gmail.com;;1981;-89.1348697;17.0727808;Cayo;Urban;Preschool;Government Schools;Government;Flor Velasquez (Principal);Elsa Gonzalez (Teacher)
K11003;Bernice Yorke Institute of Learning Preschool;27 Corner St. Thomas & Sixth Street;Sherry Ali;223-1876;626-7873;;info@byi.bz;www.byi.bz;2014;-88.2333959;17.5172936;Belize;Urban;Preschool;Private Schools;Private;Malaika Yorke, Owner/Technology Director;Tanya Barrow, Owner/Technology Director
K14003;Bethany Baptist Preschool;Corner Cemetery Road & Central American Blvd;Sheryl Zetina;602-0205;;;zetsher14@gmail.com;;1977;-88.19969895;17.4956622;Belize;Urban;Preschool;Baptist Schools;Specially Assisted;Karen Lewis, Head Teacher;
K64101;Big Falls RC Preschool;Big Falls Village;Gregorio Chee;604-7467;614-8620;;bigfallsrc@gmail.com;;2014;-88.883808;16.258146;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Gregorio Chee;Orpha Garcia
K20104;Billy White Government Preschool;Spanish Lookout, Cayo District;Maria del Carmen Terrelonge;6323941;;;billywhitegovpreschool@yahoo.com;;2016;-89.0514614;17.2093295;Cayo;Rural;Preschool;Government Schools;Government;Maria del Carmen Terrelonge;
K64113;Blue Creek RC Preschool;Blue Creek Village;Carlos Chee;654-3096;;;gcarlos33@gmail.com;;2014;-89.04572905;16.19909896;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Carlos Chee;Nelita Chee
K11102;Bright Horizon Preschool;8 Miles Community;Tarsha Lamb;;;;tarshalamb@gmail.com;;2023;-88.2990029198657;17.4744800359876;Belize;Rural;Preschool;Private Schools;Private;;
K64102;Bright Star Preschool;Forest Home Village, Toledo;Deborah Borland;672-1151;;;dorita_ranguy@yahoo.com;;2014;-88.82907736;16.13512765;Toledo;Rural;Preschool;Methodist Schools;Government Aided;Deborah Borland;Dorita Ranguy
K11018;Brighter Tomorrow Preschool;Collin Clerk Subdivision, San Pedro Town;Ariani Y Gongora;661-6127;;;btomorrow2007@gmail.com;;2007;-87.9706788;17.9171005;Belize;Urban;Preschool;Private Schools;Private;Ariani Y Gongora;
K34116;Buena Vista Preschool;Buena Vista Village;Fernando Bobadilla;661-7618;;;czlbuenavistarcs@gmail.com;;2008;-88.52545564;18.23425545;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K11004;Building Block Preschool;1 Racoon Street;Denise Trapp;651-3623;;;buildingblockpreschool@yahoo.com;;1990;-88.193822;17.491435;Belize;Urban;Preschool;Private Schools;Private;Denise Trapp, Principal;Delone Bailey, Teacher/Admin
K22101;Bullet Tree Community Preschool;Bullet Tree Fall, Cayo District;Natalie Arnold;666-8665;;;babynats_30@yahoo.com;;1993;-89.11231031;17.17278048;Cayo;Rural;Preschool;Community Schools;Government;Natalie Arnold (Principal);
K30101;Calcutta Government Preschool;Calcutta Village;Annaese Mendez;663-8519;;;;;2004;-88.43205515;18.36313497;Corozal;Rural;Preschool;Government Schools;Government;;
K34101;Caledonia RC Preschool;Caledonia Village;Sebastian Vargas;663-6300;;;caledonia.rcschool@gmail.com;;2014;-88.4739961;18.2295071;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K42102;Carmelita Government Preschool;Carmelita Village;Keith Augustine/B. Codd;302-1438;632-0750;;bonniebug1@yahoo.com;;2005;-88.5432047;18.0136924;Orange Walk;Rural;Preschool;Government Schools;Government;Keith Augustine;Bernadette Codd
K41001;Carmen's Preschool;5 Palmetto Ave, Louisiana Area;Carmita Guiterrez;627-9188;;;carmitagutierrez65@gmail.com;;2014;-88.56343063;18.07029264;Orange Walk;Urban;Preschool;Private Schools;Private;Carmen Gutierrez;
K41103;Casey Community Preschool;PO Box 37, Belize City, Gallon Jug;Ozem Briceno;626-1152;;;;;2014;-89.04644431;17.56066136;Orange Walk;Rural;Preschool;Private Schools;Private;;
K14006;Central Christian Preschool;116 Freetown Road, Belize City;Kenesha Perry;224-5674;;;centralchristianschoolag@gmail.com;;2014;-88.19453372;17.50385702;Belize;Urban;Preschool;Assemblies Of God Schools;Government Aided;Kennisha Perry;
K30105;Chan Chen Preschool;Chan Chen Village;Carlos Itzab;665-9221;;;chanchengov@gmail.com;;2006;-88.42791132;18.44027843;Corozal;Rural;Preschool;Government Schools;Government;;
K40102;Chan Pine Ridge Preschool;Chan Pine Ridge Village;Victor Padron;604-5977;;;;;2013;-88.58306788;18.03451029;Orange Walk;Rural;Preschool;Government Schools;Government;;
K34119;Christian Assemblies Of God Preschool;Santa Rita Layout;Jesus Catzim;667-8824;;;santaritasembliesofgod@gmail.com;;2014;-88.39524163;18.40318903;Corozal;Urban;Preschool;Assemblies Of God Schools;Government Aided;;
K34021;Christiline Gill SDA Preschool;Pot Saul Area;Ever Lucas;402-2909;;;csgsdapreschool@gmail.com;;2012;-88.3928434;18.3961924;Corozal;Urban;Preschool;Adventist Schools;Government Aided;;
K34102;Chunox RC Preschool;Chunox Village;Octaviano Mesh;653-0083;;;octavianomesh@hotmail.com;;1993;-88.3585596;18.293324;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K54108;Church of Christ Children Centre;281 Happy Avenue, Independence Village;Kaniesha Pandy;6341835;;;cocps05@gmail.com;;1998;-88.41387582;16.53150127;Stann Creek;Rural;Preschool;Private Schools;Private;Phyllis Garbutt;Linden Garbutt
K14004;Church of Christ Preschool;1 Elston Kerr Street, Belize City;Kiesha Williams;621-3482;;;nashka_naeisha@yahoo.com;;2014;-88.200338;17.496117;Belize;Urban;Preschool;Private Schools;Private;;
K23001;Cinderella Preschool;3rd Street San Ignacio Cayo;Shakira Cho;610-4948;;;cinderella.pre@gmail.com;;1993;-89.0735747;17.1601616;Cayo;Urban;Preschool;Private Schools;Private;Shakira Cho;Amancia Obando
K11005;City Early Childhood Education Centre;5759 Corner Meighan & Goldson Ave, Kings Park;Maria Requena;600-7463;;;cecec1973@gmail.com;;2014;-88.1953767;17.511024;Belize;Urban;Preschool;Private Schools;Private;Maria Requena;Michelle Sanchez, Teacher
K52001;Coastland Community Preschool;1596 Teddy Cat Street, Dangriga;Clarabelle Martinez;608-1461;624-4734;;mpetra47@gmail.com;;1992;-88.2244213;16.9645352;Stann Creek;Urban;Preschool;Private Schools;Private;;
K34117;Concepcion Presbyterian Preschool;Concepcion Village;Christian E. Cobos;423-0332;;;presbyconcepcion.preschool@gmail.com;;1997;-88.46676247;18.32252938;Corozal;Rural;Preschool;Presbyterian Schools;Government Aided;;
K34114;Concepcion RC Preschool;Conception Village;Deyfi Perez;621-7223;;;concepcion.preschool@gmail.com;;2014;-88.46698687;18.32397393;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K34118;Copper Bank RC Preschool;Copper Bank;Normando Santoya;651-4670;622-1795;;;;2009;-88.3564069;18.3200791;Corozal;Rural;Preschool;Catholic Schools;Government Aided;;
K39001;Corozal Church of Christ Preschool;Santa Maria Street  Hall's Layout,   Corozal Town;Jose Chan;6704979;;;;;2008;-88.3977439;18.3921435;Corozal;Urban;Preschool;Corozal Church of Christ Schools;Government Aided;;
K34004;Corozal Nazarene Preschool;Corozal District;Valentine Gonzalez;600-7471;;;corozalnazareneschool@gmail.com;;2020;-88.3893545;18.3901086;Corozal;Urban;Preschool;Nazarene Schools;Government Aided;Valentine Gonzalez;
K24102;Cristo Rey RC Preschool;Cristo Rey Village;Arcelia Pech;636-3270;;;Lovearc2004@yahoo.com;;2005;-89.05491947;17.13238108;Cayo;Rural;Preschool;Catholic Schools;Government Aided;Ronnie Ulloa;Arcelia Pech
K34103;Cristo Rey RC Preschool;Cristo Rey Village;Carmita Chan;668-9410;;;;;2013;-88.49621509;18.34813114;Corozal;Rural;Preschool;Catholic Schools;Government Aided;Carmita Chan;Nancy Robinson
K10101;Crooked Tree Preschool;Crooked Tree Village;Winnie Gillett;245-7061;;;crookedtreegovtschool@yahoo.com;;2004;-88.53620898;17.77630954;Belize;Rural;Preschool;Government Schools;Government;Winnie GIllett;Kathie Gillett
K23101;DePickni Place Preschool;Community Dr., Roaring Creek;Esther Wade;610-6545;;;cruzinwkuch@gmail.com;;1991;-88.796628;17.2606038;Cayo;Rural;Preschool;Private Schools;Private;Ellis Cruz;Melissa Cruz
K51003;Destiny Preschool;2334 Teachers street,2 New site area    16.963501 Lat  -88.235247 Long;Yadira Diego;622-9756;634-6887;;destinydaycarepreschool@hotmail.com;;2011;-88.2359172;16.9631657;Stann Creek;Urban;Preschool;Private Schools;Private;Yadira Diego;Laurel Diego
K11006;Ebanks Preschool;5 Vernon Street, Belize City;Grace Ebanks;227-4302;;;;;2014;-88.19731;17.49784;Belize;Urban;Preschool;Private Schools;Private;Grace Ebanks;Shantel Tillett
K44008;Eden Preschool;Tate Street, Orange Walk Town;Julian Chi Sr.;622-4210;;;nextime61@gmail.com;;2014;-88.561185;18.08663569;Orange Walk;Urban;Preschool;U.E.C.B Schools;Government Aided;;
K24008;Eden SDA Preschool;Red Creek, Santa Elena;Sharon Carr-Lopez;671-0525;;;sharonllopez2021@gmail.com;;2023;-89.06221;17.16314;Cayo;Urban;Preschool;Adventist Schools;Government Aided;;
K24005;El Shaddai SDA Preschool;1 Macal Street, Belmopan;Esmi Correra;620-1288;;;elshaddaistaff@btl.net;;2016;-88.76700135;17.25770303;Cayo;Urban;Preschool;Adventist Schools;Government Aided;Esmi Correa;
K44106;Emmanuel Presbyterian Preschool;San Pablo Village;Cira Novelo,   Mellissa Pech;607-5986;627-2516;;novelocira@gmail.com;;2014;-88.56608022;18.20804916;Orange Walk;Rural;Preschool;Presbyterian Schools;Government Aided;Cira Novelo;
K54001;Epworth Methodist Preschool;119 Cor Commerce St. & Dr. Alley, Dangriga;Felisha Zuniga;615-3047;;;epworthmethodist55@gmail.com;;2014;-88.22204658;16.96934443;Stann Creek;Urban;Preschool;Methodist Schools;Government Aided;;
K20101;Esperanza Community Preschool;Esperanza Village,  Cayo District;Wayne Casey;601-1052;;;esperanzacommunitypreschool@gmail.com;;1991;-89.0458114;17.1778274;Cayo;Rural;Preschool;Government Schools;Government;Criselda Gladden;Wayne Casey (Teacher)
K12101;Eternal Light Preschool;Burrel Boom Village;Martha Leal;600-6440;;;;;1985;-88.4034022;17.568794;Belize;Rural;Preschool;Methodist Schools;Government Aided;Martha Leal;
K10002;Ethel Vargas Community Preschool;18B Pinks Alley, Belize City;Barbara Elijio;615-4052;;;ethelvargaspreschool@yahoo.com;;1942;-88.18534025;17.49632913;Belize;Urban;Preschool;Government Schools;Government;;
K29301;Evangelical Holiness Preschool;Santa Familia Village;Nuria Aguirre;665-5134;;;holinesspreschool@gmail.com;;2014;0;0;Cayo;Rural;Preschool;Private Schools;Private;Elias Moh;Maria Cano
K21106;Evangelical Mennonite Mission Church Preschool;Spanish Lookout;Shannel Tejeda;622-4847;;;kameletejeda@gmail.com;;2015;-89.03521981;17.26657853;Cayo;Rural;Preschool;Mennonite Schools - Spanish Lookout;Private;Shannel Tejeda;
K54002;Evershine Preschool;15 Magoon St, Dangriga;Lydia Chuc;502-3431;627-4946;;evershinebaptistpreschool@gmail.com;http://evershine.edu.bz;1999;-88.2203293;16.96676109;Stann Creek;Urban;Preschool;Baptist Schools;Government Aided;;
K64118;Fabian Cayetano RC Preschool;Bladen Village, Toledo District;Hilaria Ramos;665-2588;613-2505;;FabianCayetanoRC@gmail.com;;2014;-88.62242232;16.47377481;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Hilaria Ramos;Trisha Lofter
K44009;Fel Briceno Academy Pre-primary;San Lorenzo  Orange Walk District;;;;;;;2022;-88.57711709;18.09972918;Orange Walk;Urban;Preschool;Catholic Schools;Government Aided;;
K10105;Gales Point Child Stimulation Centre;Gales Point Manatee Village;Shelmadine Samuels;655-2562;;;galespointgovbz@gmail.com;;2014;-88.33062977;17.17571594;Belize;Rural;Preschool;Government Schools;Government;Glenford Palacio;Bernadette Gordon
K20003;Garden City Preschool;Hummingbird Avenue, Belmopan;Kevin Hall;822-3791;;;gardencity_primaryschool@yahoo.com;;2012;-88.76885633;17.24135329;Cayo;Urban;Preschool;Government Schools;Government;Kevin Hall;Paul Chun
K60101;Golden Star Government Preschool;Golden Stream Village;Doret Gabutt;615-0764;;;debbyrodriguez92@gmail.com;;2014;-88.79922442;16.35095604;Toledo;Rural;Preschool;Government Schools;Government;;
K44108;Guardian Angel Preschool;Guinea Grass Village;Elver Medina;323-1028;;;;;2014;-88.59735397;17.96684204;Orange Walk;Rural;Preschool;Catholic Schools;Government Aided;;
K44107;Guinea Grass Pentecostal Preschool;Guinea Grass Village;Noel Lopez;303-1031;;;;;2007;-88.59758867;17.96526293;Orange Walk;Rural;Preschool;Pentecostal Schools;Government Aided;;
K53001;Gulisi Community Preschool;Monument Area, Dangriga Town;Karol Ellis;613-8963;;;gulisicommunityprimaryschool07@gmail.com;;2007;-88.24126268;16.96199367;Stann Creek;Urban;Preschool;Community Schools;Government Aided;Venancia Flores;Marsha Mejia
K14010;Hand in Hand Ministries Preschool;1 1/2 Mile George Price Highway;Geraldine Reneau;633-3964;;;geraldinereneau2@gmail.com;www.myhandinhand.org;2007;-88.21148465;17.50104351;Belize;Urban;Preschool;Private Schools;Private;Nadia Armstrong;
K64001;Happy Home Preschool;Front Street, Punta Gorda Town;Florence Ramclam;702-2610;;;pgms@gmail.com;;2014;-88.801299;16.101592;Toledo;Rural;Preschool;Methodist Schools;Government Aided;Florence Ramclam;Ovetta Fuentes
K12102;Harmony Preschool;Bermundian Landing;Paulette Martinez;610-8748;;;paulettemartinez830@yahoo.com;;2001;-88.5390747;17.556261;Belize;Rural;Preschool;Government Schools;Government;;
K10102;Hattieville Government Preschool;115 Sylvester Blvd., Hattieville Village;Gwendolyn Usher;225-6014;;;hattievillegovernment@yahoo.com;;2014;-88.3934689;17.4485986;Belize;Rural;Preschool;Government Schools;Government;;
K14102;Helping Hands Preschool;B68, Section Q, Mahagony Heights;Elizabeth Pinelo;626-0804;;;Helpinghandspreschool2020@gmail.com;;2022;-88.56751161;17.3384242;Belize;Rural;Preschool;Private Schools;Private;;
K54101;Holy Angels Preschool;12 milesSC Valley Rd, Pomona Village;Esan Gutierrez;502-3202;;;holyangelspom@gmail.com;;2014;-88.37536845;16.99309444;Stann Creek;Rural;Preschool;Catholic Schools;Government Aided;Sadie Asevedo;Ercelia Wagner
K14013;Holy Cross Anglican Preschool;San Mateo, San Pedro;Olivia Tasher;226-3456;;;lvtasher@yahoo.com;;2011;-87.95800778;17.93204994;Belize;Urban;Preschool;Anglican Schools;Government Aided;;
K54109;Holy Family Preschool;Hopkins Village;Barbara Nunez;607-6094;613-9919;;holyfamily518@gmail.com;;2014;-88.28384546;16.858705;Stann Creek;Rural;Preschool;Catholic Schools;Government Aided;;
K54005;Holy Ghost Preschool;Commerce Bight Road, Dangriga Town;Dora Sabal;615-7517;;;holyghostdangriga@gmail.com;;2013;-88.22036542;16.95834961;Stann Creek;Urban;Preschool;Catholic Schools;Government Aided;Juliette Williams;Ercelia Wagner
K50401;Hope Creek Methodist Preschool;Hope Creek Village;Patricia Usher;542-2010; 635-6565;;hopecreekmethodistschool@yahoo.com;;2014;-88.3134707;17.0027292;Stann Creek;Rural;Preschool;Methodist Schools;Government Aided;Gladys Jackson;
K24002;Hope Presbyterian Preschool;La Loma Luz Blvd, Santa Elena;Ruth Sierra;605-5131;;;;;2005;-89.06008382;17.17237462;Cayo;Urban;Preschool;Presbyterian Schools;Government Aided;Ruth Sierra;
K17401;Horizon Academy Preschool;3 miles Phillip Goldson Highway;Dian Maheia;223-2765;;;principal@horizonacademy.edu.bz;https://horizonacademy.edu.bz/;2009;-88.229091;17.51737736;Belize;Urban;Preschool;Private Schools;Private;Dian Meheia;
K24004;Howard Smith Nazarene Preschool;Juanito Gongora St., Benque Viejo;Ardulfa Velasquez;803-3202;;;howardsmithnazarene@yahoo.com;;2008;-89.1337927;17.073336;Cayo;Urban;Preschool;Nazarene Schools;Government Aided;Ardulfa Velasquez;Mauda Cunil
K17009;Hummingbird Elementary Preschool;24 Newtown Barracks;Jamuna Vasquez;224-5383;;;hummingbirdes@gmail.com;hummingbirdelementarybelize.com;1983;-88.1881624;17.5091307;Belize;Urban;Preschool;Private Schools;Private;Cindy Cain;
K14014;James Garbutt SDA Preschool;21 Albert Street West;Maren Moralez;207-2769;;;jamesgarbuttsda@yahoo.com;;2010;-88.1886479;17.4892637;Belize;Urban;Preschool;Adventist Schools;Government Aided;Sandra Carr;Claudia Baptist
K28301;Jireh Fundamental Preschool;Spanish Lookout, Cayo District;Tina Perez;671-0477;;;jirehfe@yahoo.com;;2016;-89.0026375;17.2144427;Cayo;Rural;Preschool;Mennonite Schools - Spanish Lookout;Private;Tina Perez;Katie Salazar
K20004;Judy Diego Government Preschool;Hillview, Las Flores  Belmopan;Gaudy Acevedo;636-8501;;;yaniratzalam@yahoo.com;;2020;-88.7797847;17.2345727;Cayo;Urban;Preschool;Government Schools;Government;Gaudy Acevedo;
K24106;Kiddie’s Care Learning Center;Ontario Village;Abelina Valdez;802-2951;;;ontariochristianschool92@yahoo.com;;2014;-88.8899186;17.2265739;Cayo;Rural;Preschool;Ontario Christian;Private;Alfa Ramos (Secretary);Gina Jones (Head Teacher)
K11010;Kiddies' Campus Preschool;1736 Coney Drive;Adela Pilgrim;601-8765;;;adelapilgrim13@gmail.com;;2023;0;0;Belize;Urban;Preschool;Private Schools;Private;;
K31003;Kiddy Kinder Preschool;2nd Street South, Corozal Dist;Elda Babb;600-9781;;;kiddykinderpreschool@gmail.com;;2010;-88.3884578;18.39170544;Corozal;Urban;Preschool;Private Schools;Specially Assisted;Elda Babb;
K51001;Kids First Child Development Center Preschool;7 Rice St. Dangaria;Carla Thompson;502-0272;;;kidscdc1st@gmail.com;;2000;-88.22381549;16.97261741;Stann Creek;Urban;Preschool;Private Schools;Private;Mrs Felicia Caliz;Mrs Carla Thompson
K20103;Kuxlin Ha Gov't Preschool;Masaan St., Maya Mopan, Belmopan;Maria Ramos;626-1698;;;;;2007;-88.75091571;17.24511902;Cayo;Urban;Preschool;Government Schools;Government;Sherlene Wilshire;Gaudy Tzalam
K44003;La Inmaculada Preschool;3 Church St;Lenny Umana;322-3450;;;lainmacualadarcschool@yahoo.com;;2014;-88.55877801;18.07972456;Orange Walk;Urban;Preschool;Catholic Schools;Government Aided;;
K24113;La Inmaculada Roman Catholic Preschool;Arenal Village, Cayo District;Celia Usher - General Manager;;;;;;2022;-89.14862;17.02302;Cayo;Rural;Preschool;Catholic Schools;Government Aided;;
K24110;Leta Webb Preschool;Valley of Peace, Cayo District;Brittney Cal;667-8824;;;jcatzim@yahoo.com;;2014;-88.83483796;17.33256207;Cayo;Rural;Preschool;Catholic Schools;Government Aided;Norma Bonilla;Edras Navarro
K34104;Libertad Methodist Preschool;Libertad, Corozal Town;Marie Nunez;403-0204;;;;;1975;-88.45572296;18.30502436;Corozal;Rural;Preschool;Methodist Schools;Government Aided;;
K13102;Liberty Community Preschool;Stork Street, Ladyville Village;Gerla Godoy;225-2158;;;libertyladyville@gmail.com;;2006;-88.29140921;17.55292369;Belize;Rural;Preschool;Private Schools;Private;Yolanda Wallace;
K54114;Light of the Valley Baptist Preschool;18 _ miles Valley Road, Valley Community;Desiree Pascual;606-8397;;;schoolleader@lotvbs.edu.bz;;2014;-88.4501321;17.0026135;Stann Creek;Rural;Preschool;Baptist Schools;Government Aided;Olive Hyde;
K41101;Linda Vista Preschool;Blue Creek;Nancy Rampel;615-0039;;;lindavista_school@yahoo.com;https://lindavistaschool.wixsite.com/belize;2014;-88.89965326;17.89785324;Orange Walk;Rural;Preschool;Mennonite Schools - Church Group;Private;Nancy Rempel;
K11013;Little Angel's Preschool;Ambergris St, San Pedro;Marina Kay;627-8868;;;littleangelsps@hotmail.com;;1996;-87.96287208;17.92036916;Belize;Urban;Preschool;Private Schools;Private;Marina Kay;
K64112;Little Haven Preschool;Indian Creek Village;Primitivo Co;626-6830;;;littlehavenpreschool@gmail.com;;2014;-88.832219;16.312807;Toledo;Rural;Preschool;Catholic Schools;Government Aided;Primitivo Co;Gregoria Shol
K44007;Little Haven SDA Preschool;Palmar Boundary Road;Sheryl Distan;668-7846;;;;;2009;-88.57057363;18.06702095;Orange Walk;Urban;Preschool;Adventist Schools;Government Aided;;
K34120;Little Paradise Preschool;Chunox Village, Corozal;Cynthia Espinoza;665-9652;;;;;2012;-88.35499069;18.29332357;Corozal;Rural;Preschool;Adventist Schools;Government Aided;;
K11019;Little Star Preschool;Avenida Mangle, Caye Caulker;Myrna Vanina Sosa;604-5011;;;vanina_s@yahoo.com;;2007;-88.0264176;17.7418321;Belize;Rural;Preschool;Private Schools;Private;Myrna Vanina Sosa;
K12001;Lloyd Coffin Government Preschool;Mahogany St. Lake I Comm. Centre;Gwendolyn Jones;202-4325;;;lloydcoffinpreschool82@yahoo.com;;1982;-88.20120878;17.50104363;Belize;Urban;Preschool;Government Schools;Government;Gwendolyn Jones;
K40001;Louisiana Government Preschool;Corner Flamboyant & Zericote Street;Deborah Palacio;322-2684;;;selinabaeza@gmail.com;;2014;-88.56283762;18.0729626;Orange Walk;Urban;Preschool;Government Schools;Government;;
K34115;Louisville RC Preschool;Louisville Village;Lorena Coba;620-7386;;;louisvillercschool@gmail.com;;2004;-88.50963896;18.31995322;Corozal;Rural;Preschool;Catholic Schools;Government Aided;Lorena Coba;
K34001;Mary Hill RC Preschool;San Andres Road, Corozal Town;Herminia Escalante;402-2567;;;maryhillrc@gmail.com;;2014;-88.4021072;18.3894977;Corozal;Urban;Preschool;Catholic Schools;Government Aided;;
K50102;Maya Mopan Preschool;Maya Mopan Village  Stann creek District;Magnolia Pop;635-8611;;;mopanprimay@gmail.com;;2005;-88.5208443;16.6609704;Stann Creek;Rural;Preschool;Government Schools;Government;;
K60102;Midway Government Preschool;Midway Village, Toledo;;625-4090;;;midwaygovernment@gmail.com;;2007;-88.955322;16.0617295;Toledo;Rural;Preschool;Government Schools;Government;Vicente Bolon;Andreia saki Cal
K24108;Miracle Angels Preschool;Cotton Tree Village, Cayo District;Shanelli Martinez;623-9268;;;miracleangelsnazarene@gmail.com;;2011;-88.718549;17.27527054;Cayo;Rural;Preschool;Nazarene Schools;Specially Assisted;Shanelli Martinez (Head Teacher);
K20106;Monrad S. Metzgen Preschool;El Progresso Village, Cayo District;;628-8055;;;;;2021;-88.9532646;17.1003936;Cayo;Rural;Preschool;Government Schools;Government;Brian Watson;
K51102;Moriah Learning Center;Flamboyant Ave.  Independence Village  Stann Creek District;Melva McDonald;610-9649;;;marthann40@yahoo.com;moriah learning center.org;2014;-88.4172767;16.5328038;Stann Creek;Rural;Preschool;Private Schools;Private;;
K24006;Mount Carmel Preschool;Benque Viejo;Melvin Manzanero;823-3103;;;;;2019;-89.13788282;17.0739982;Cayo;Urban;Preschool;Catholic Schools;Government Aided;Melvin Manzanero;
K12104;Mustard Seed Preschool;6 Mamie Rd, Ladyville, Belize;Sian August;620-4496;;;mustardseedladyville@gmail.com;;2000;-88.29585201;17.55032327;Belize;Rural;Preschool;Baptist Schools;Government Aided;Cheryl Henry;
K20105;Myrtle Banner Preschool;Camalote Village, Cayo District;Araceli Badillo;607-7590;;;myrtlebannerpreschool@gmail.com;;2021;-88.8160634;17.2504027;Cayo;Rural;Preschool;Government Schools;Government;Araceli Badillo;
K54004;Nazarene Bright Start Preschool;1 Magoon St, Dangriga Town;Bernadina Coc;608-0797;;;coc_bernadine@yahoo.com;;2014;-88.22058954;16.96817306;Stann Creek;Urban;Preschool;Nazarene Schools;Government Aided;;
K54103;Nazarene Preschool;Aubrey Gorbon St. Independence Village;Claudette Saragosa;502-3202;;;;;2014;-88.416849;16.536964;Stann Creek;Rural;Preschool;Nazarene Schools;Government Aided;Cordelia Rudon;
