MOE_Code;MOE_Name;Address;Contact Person;Telephone;Telephone_Alt1;Telephone_Alt2;Email;Website;Year Opened;Longitude;Latitude;Area Administrative;Locality;Type;Ownership;Sector;School Administrator 1;School Administrator 2
P64001;Bethel SDA Primary;Indianville Area Extension  Punta Gorda Town  Toledo District;Simon Acosta;662-1628;629-1720;;bethel.sda.pg@gmail.com;;1990;-88.820455;16.10509;Toledo;Urban;Primary;Adventist Schools;Government Aided;Rose Odinga;Kimberly Tyndall Warrior
P61401;Big Falls RC Primary;Big Falls Village;Gregorio Chee;604-7467;;;bigfallsschool@gmail.com;;2013;-88.8835809;16.25809102;Toledo;Rural;Primary;Catholic Schools;Government Aided;Gregorio Chee;Orpha Garcia
P24450;Billy White SDA Primary;Billy White, Spanish Lookout Area;Esrom Landero;607-2616;;;billywhitesda6072616@gmail.com;;1994;-89.04963713;17.21390186;Cayo;Rural;Primary;Adventist Schools;Government Aided;Esrom Landero;Neptalie Canan
P10401;Biscayne Government Primary;26 Miles Philip Goldson Highway  Biscayne Village  Belize District;Imam Neal;615-7950;;;biscaynegovschool@gmail.com;;2014;-88.4524974;17.7133172;Belize;Rural;Primary;Government Schools;Government;Dorla Wade;
P21009;Bishop O.P. Martin RC Primary;Bullet Tree Road, San Ignacio Town;Abimael Waight;614-1413;;;bishopmartin2001@gmail.com;;2001;-89.0835264;17.1592719;Cayo;Rural;Primary;Catholic Schools;Government Aided;Abimael Waight;Erington Neal
P68470;Blue Creek Mennonite Primary;Blue Creek Village, Punta Gorda, Toledo District;Mervin Amstutz/Daniel Sullivan;670-4689;603-1287;;jordanmennoniteschool@gmail.com;;2014;-89.043886;16.199887;Toledo;Rural;Primary;Mennonite Schools - Church Group;Private;Mervin Amstutz;Daniel Sullivan
P61201;Blue Creek RC Primary;Blue Creek Village;Aurelio Palma;625-8809;;;lelito79@yahoo.com;;2014;-89.04589857;16.19895121;Toledo;Rural;Primary;Catholic Schools;Government Aided;Carlos Chee;
P20201;Buena Vista Government Primary;Buena Vista Village, Spanish Lookout;Ewart Caballero;636-3336;;;buenavista.govschool@gmail.com;;2014;-88.9424006;17.2500862;Cayo;Rural;Primary;Government Schools;Government;Ewart Caballero;Carmencita Blanco
P31402;Buena Vista RC Primary School;Buena Vista Village;Fernando Bobadilla;661-7618;;;czlbuenavistarcs@gmail.com;;1963;-88.52545564;18.23425545;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P24401;Bullet Tree SDA Primary;Bullet Tree Falls Village;Clarita Ortega Valdez;669-8932;;;claritaortega06@yahoo.com;;1991;-89.11225311;17.16714223;Cayo;Rural;Primary;Adventist Schools;Government Aided;Clarita Valdez (Principal);Delmie Hernandez (Teacher)
P13401;Burrell Boom Methodist Primary;Main Avenue  Burrell Boom Village;Kevin Brooks;225-9024;;;bbmmss2010@yahoo.com;;2014;-88.4034022;17.568794;Belize;Rural;Primary;Methodist Schools;Government Aided;;
P15001;Buttonwood Bay Nazarene Primary School;4649 Coney Drive, Buttonwood Bay, Belize City;Amelia Bencomo;223-1847;631-7132;;bttnwdbynz@gmail.com;;1993;-88.210357;17.5119826;Belize;Urban;Primary;Nazarene Schools;Government Aided;Amelia Bencomo;Avril Budd
P30401;Calcutta Government Primary School;Calcutta Village;Annaese Mendez;665-6563;;;calcuttagovernment2013@gmail.com;;1980;-88.43205515;18.36313497;Corozal;Rural;Primary;Government Schools;Government;;
P34401;Calcutta SDA Primary School;Mile 81 Phillip Goldson Highway;Miguel Hernandez;665-1897;;;calcuttasdaschool@gmail.com;;1935;-88.43864066;18.36272172;Corozal;Rural;Primary;Adventist Schools;Government Aided;;
P31403;Caledonia RC Primary School;Caledonia Village    Corozal District;Sebastian Vargas;667-2874;;;caledonia.rcschool@gmail.com;caledoniaschool.edu.bz.;1890;-88.4739961;18.2295071;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P19002;Calvary Temple Primary School;60 Regent Street West, Belize City;Georgett Bartley;227-1676;;;calvarytempleschool60@gmail.com;;1952;-88.18978581;17.49719353;Belize;Urban;Primary;Calvary Temple Primary School;Government Aided;;
P40401;Carmelita Government Primary School;Carmelita Village, Orange Walk District;Keith Augustine;665-5106;302-1438;;carmgov@yahoo.com;;2014;-88.5432047;18.0136924;Orange Walk;Rural;Primary;Government Schools;Government;;
P47401;Casey Community Primary School;PO Box 37, Belize City, Gallon Jug;Ozem Briceno;626-1152;;;ozembriceno17@gmail.com;;2014;-89.04644431;17.56066136;Orange Walk;Rural;Primary;Private Schools;Private;Ozem Briceno;Zamily Castillo
P11201;Caye Caulker RC Primary;Avenida Pueblo Nuevo, Caye Caulker;Beatriz Chan;226-0164;668-2985;;ckrrcs@gmail.com;;1965;-88.02636401;17.7387978;Belize;Rural;Primary;Catholic Schools;Government Aided;Beatriz Chan;Teisy Ek
P27101;Cayo Deaf Institute;Central Farm  Cayo District;Peter Neufeld;;;;;;2024;0;0;Cayo;Rural;Primary;Private Schools;Private;;
P16001;Central Christian Primary;166 Freetown Road, Belize City;Kenesha Perry;224-5674;;;centralchristianschoolag@gmail.com;none;1978;-88.19453372;17.50385702;Belize;Urban;Primary;Assemblies Of God Schools;Government Aided;Helen Parker;Kenesha Perry
P30402;Chan Chen Government Primary School;Chan Chen Village  Corozal District  Belize C.A.;Carlos Itzab;665-9221;;;chanchengov@gmail.com;;1972;-88.42791132;18.44027843;Corozal;Rural;Primary;Government Schools;Government;;
P40402;Chan Pine Ridge Government Primary;Chan Pine Ridge Village;Rubiceli Varela;631-3991;;;victorpadron@yahoo.com;;2014;-88.58306788;18.03451029;Orange Walk;Rural;Primary;Government Schools;Government;Victor Padron;Lorena Padron
P49001;Chapel Primary School;Tate Street, Orange Walk Town;Heidi Tejada;637-6344;;;chapelschool2018@gmail.com;;1969;-88.561185;18.08663569;Orange Walk;Urban;Primary;U.E.C.B Schools;Government Aided;;
P52001;Christ the King Anglican Primary;2 Rest House Alley, Dangriga Town;Nancy Flores- Cruz;502-2462;615-7539;614-5564;ctkas16@gmail.com;;2014;-88.2205947;16.971345;Stann Creek;Urban;Primary;Anglican Schools;Government Aided;Nancy Flores-Cruz;
P34001;Christiline Gill SDA Primary School;Port Saul Area;Ever Alfredo Lucas;402-2909;;;cgsda1945@gmail.com;;1945;-88.3928434;18.3961924;Corozal;Urban;Primary;Adventist Schools;Government Aided;;
P31102;Chunox RC Primary School;Chunox Village,  Corozal District,  Belize.;Mario Mesh;650-9754;;;chunoxrc2020@gmail.com;;1931;-88.3585596;18.293324;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P34101;Chunox SDA Primary School;Chunox Village;Daniel Montalvo;665-9652;;;chunox.sda00@gmail.com;;2000;-88.3549183;18.2931429;Corozal;Rural;Primary;Adventist Schools;Government Aided;;
P59101;Church of Christ Primary;Independence Village;Kennishia Pandy;634-1835;;;cocps05@gmail.com;;2005;-88.41387582;16.53150127;Stann Creek;Rural;Primary;Private Schools;Private;Phyllis Garbutt;
P57102;Coastal Education Center;Main Street  Placencia;Tanya Edwards;;;;coastaleducationcenter.bz@gmail.com;https://www.coastaleducationcenter.bz/;2023;-88.366669;16.513889;Stann Creek;Rural;Primary;Private Schools;Private;;
P57002;Coastland Education Institute Primary;1596 Teddy Cas Street, Dangriga Town / AB Ogaldez Street Dangriga Town;Clarabelle Martinez;608-1461;624-4734;;mpetra47@yahoo.com;;2014;-88.2244213;16.9645352;Stann Creek;Urban;Primary;Private Schools;Private;;
P49402;Compassion UECB Primary School;Yo Creek Village;Manuel Rejon;342-7110;628-0400;;compassionschool89@gmail.com;;2014;-88.64028513;18.09183031;Orange Walk;Rural;Primary;U.E.C.B Schools;Government Aided;Manuel Rejon;
P39402;Concepcion Presbyterian Primary School;Concepcion Village;Christian E. Cobos;423-0332;610-6952;;concepcionpresbschool@gmail.com;;1997;-88.46676247;18.32252938;Corozal;Rural;Primary;Presbyterian Schools;Government Aided;;
P31404;Concepcion RC Primary School;Concepcion Village;Deyfi Perez;621-7223;;;concepcion.rcschool@gmail.com;;1945;-88.46698687;18.32397393;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P31101;Copper Bank RC Primary School;Copper Bank;Juanita Tzul;637-1979;;;copperbankschool@gmail.com;;1960;-88.3564069;18.3200791;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P61104;Corazon Creek RC Primary;Corazon Creek Village;Julio Kal;650-9938;;;cal_julio@yahoo.com;;2014;-89.122435;16.053486;Toledo;Rural;Primary;Catholic Schools;Government Aided;Julio Kal;
P48104;Cornerstone Christian School;Camp #5   PO Box 209  Shipyard   Orange Walk;John Friesen;661-1776;;;;;2017;-88.68125143;17.94989913;Orange Walk;Rural;Primary;Mennonite Schools - H&B;Private;;
P39001;Corozal Church of Christ Primary School;Santa Maria Street  Hall's Layout,   Corozal Town;Jose Chan;670-4979;;;chanjose6462@yahoo.com;;1991;-88.3977439;18.3921435;Corozal;Urban;Primary;Corozal Church of Christ Schools;Government Aided;;
P33001;Corozal Methodist Primary School;57 1st Avenue,  Town;Steven Peña;422-2839;;;cormethsch@gmail.com;;1859;-88.3846929;18.3914223;Corozal;Urban;Primary;Methodist Schools;Government Aided;;
P35001;Corozal Nazarene Primary School;5 Fifth Avenue,  Corozal Town;Alice Sierra;600-7471;;;corozalnazareneschool@gmail.com;;2014;-88.3893545;18.3901086;Corozal;Urban;Primary;Nazarene Schools;Government Aided;;
P60102;Crique Jute Government Primary;Crique Jute Village;Maria Bejerano;630-1922;;;criquejutegovtschool@gmail.com;;1979;-89.016066;16.272375;Toledo;Rural;Primary;Government Schools;Government;Maria Bejerano;
P31405;Cristo Rey RC Primary School;Cristo Rey Village  Corozal Distict  Belize C.A.;Carmita C Chan;662-5251;;;cristoreyr.c@gmail.com;;2014;-88.49621509;18.34813114;Corozal;Rural;Primary;Catholic Schools;Government Aided;Carmita Chan;
P21201;Cristo Rey RC Primary School-CYO;Cristo Rey, Cayo;Ronnie Ulloa;621-4584;;;cristoreyrcschool@gmail.com;;2013;-89.05491947;17.13238108;Cayo;Rural;Primary;Catholic Schools;Government Aided;Ronnie Ulloa;Arcelia Pech
P10301;Crooked Tree Government Primary;Crooked Tree Village;Vero Lauriano;600-7335;;;crookedtreegovtschool@yahoo.com;;1951;-88.53620898;17.77630954;Belize;Rural;Primary;Government Schools;Government;Winnie GIllett;Kathie Gillett
P13002;Ebenezer Methodist Primary School;117 Barrack Road, Belize City;Gaynor Munnings;224-4558;627-5113;;ebenezerschool.meth1856@gmail.com;;1856;-88.18624379;17.50070994;Belize;Urban;Primary;Methodist Schools;Government Aided;Gaynor Munnings;Nelma Sampson Belisle
P24001;Eden SDA Primary;Cor. Carmen & Salazar St., Santa Elena;Sharon Lopez;671-4952;671-0525;;edensdaprimary15@gmail.com;;2014;-89.054542;17.163534;Cayo;Urban;Primary;Adventist Schools;Government Aided;Tharine Gabourel;Aurora Hernandez
P47102;Edenthal Kleinegemeinde School;Quatro Leguas  Orange Walk District;Gerald Kornelsen;;;;edenthalkleingemeindeschool@gmail.com;;1978;-88.9795013;17.93058863;Orange Walk;Rural;Primary;Mennonite Schools - Church Group;Private;Isaac Bergen;Dennis Kornelsen
P20104;El Progresso Community Primary School;7 Miles Mountain Pine Ridge Rd;Brian Watson;663-1537;;;elprogressocommunityschool@gmail.com;;2014;-88.95346121;17.10021099;Cayo;Rural;Primary;Government Schools;Government;Brian Watson;Jose Medina
P24002;El Shaddai SDA Primary;1 Macal Street, Belmopan;Esmi Correa;802-0391;;;elshaddaistaff@btl.net;;1998;-88.76700135;17.25770303;Cayo;Urban;Primary;Adventist Schools;Government Aided;Esmi Correa;
P14002;Ephesus SDA Primary;1 Wilson Street, Belize City;Carol Collins;623-9997;;;ephesusprimaryschool@gmail.com;;1992;-88.1899488;17.5028534;Belize;Urban;Primary;Adventist Schools;Government Aided;Velda Jesse;
P53001;Epworth Methodist Primary;119 Corner Commerce & Dr. Alley;Felisha Zuniga;615-3047;;;epworthmethodist55@gmail.com;;2014;-88.22204658;16.96934443;Stann Creek;Urban;Primary;Methodist Schools;Government Aided;Gilda Wagner;Patricia Usher
P28104;Evangelical Mennonite Mission Church School;Spanish Lookout;Dayna Wutke;615-3547;;;emmcschoolprincipal@gmail.com;;2007;-89.03521981;17.26657853;Cayo;Rural;Primary;Mennonite Schools - Church Group;Private;Shannel Tejeda;
P61407;Fabian Cayetano RC Primary;Bladen Village, Toledo District;Hilaria Ramos;665-2588;613-2505;;FabianCayetanoRC@gmail.com;;2013;-88.62242232;16.47377481;Toledo;Rural;Primary;Catholic Schools;Government Aided;Mrs. Hilaria Ramos;Ms. Trishia Lofter
P25002;Faith Nazarene Primary;4 George Street, San Ignacio Town;Lavern Flowers;804-3320;;;faithnazcyo@gmail.com;;1993;-89.0718259;17.1593016;Cayo;Urban;Primary;Nazarene Schools;Government Aided;Maria Ruiz (Principal);Shelan Humes (Vice Principal)
P41005;Fel Briceno Academy Primary;San Lorenzo  Orange Walk District;;;;;;;2022;-88.57711709;18.09972918;Orange Walk;Urban;Primary;Catholic Schools;Government Aided;;
P40104;Fire Burn Government Primary;Fireburn Village;Rubiceli Varela;629-6237;;;fireburngov@gmail.com;;2014;-88.388234;17.971149;Orange Walk;Rural;Primary;Government Schools;Government;;
P31499;Fire Burn RC Primary School;Fire Burn Community;Luis Ack;625-6458;;;fireburn.rc@gmail.com;;2001;-88.430817;18.387728;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P63401;Forest Home Methodist Primary;Forest Home Village;Deborah Borland;654-2268;;;foresthomemeth@gmail.com;;2014;-88.82907736;16.13512765;Toledo;Rural;Primary;Methodist Schools;Government Aided;Deborah Borland;Dorita Ranguy
P20301;Frank's Eddy Government Primary;37 1;Brenda Guillen;601-2323;;;frankseddygovernmentschool@yahoo.com;;1985;-88.63460039;17.25571545;Cayo;Rural;Primary;Government Schools;Government;Brenda Guillen;Kendra Arnold
P19095;Friends Boys School;Central American Boulevard, Belize City;Frank Tench;227-0449;;;friendsboysschool@btl.net;;1993;-88.1917448;17.4910072;Belize;Urban;Primary;Private Schools;Specially Assisted;;
P10101;Gales Point Government Primary;Main Street, Gales Point Village;Shermadine Samuels;655-2562;;;galespointsgovbz@gmail.com;;2014;-88.33069856;17.1759659;Belize;Rural;Primary;Government Schools;Government;Lenford Palacio;Shermadine Samuels
P20003;Garden City Primary;Hummingbird Avenue, Mountain View Area;Kevin Hall;822-3791;615-0523;628-0523;gardencity_primaryschool@yahoo.com;;2008;-88.76885633;17.24135329;Cayo;Urban;Primary;Government Schools;Government;Kevin Hall;Paul Chun
P28203;Garden Valley Mennonite School;Springfield Community  PO Box 123, Belmopan;Ivan martin / Andrew Beiler;;;;;;2014;-88.81521537;17.14397309;Cayo;Rural;Primary;Mennonite Schools - H&B;Private;Ivan Martin;Andrew Beiler
P60104;Golden Stream Government Primary;Golden Stream Village;Doret Garbutt;621-6702;;;goldenstreamgovschool@gmail.com;;2014;-88.79922442;16.35095604;Toledo;Rural;Primary;Government Schools;Government;Doret Garbutt;Lawrence Usher
P19003;Grace Primary School;14 Amara Avenue;Dyann Garnett;227-3430;227-5657;;graceprimary07@yahoo.com;;1950;-88.19180459;17.49431009;Belize;Urban;Primary;Christian Brethren;Government Aided;Morna Gillett Sheppard;Ruby Perriott
P60106;Graham Creek Government Primary School;Graham Creek Village;Jose Cuc;661-1719;;;grahamcreekgov@gmail.com;;2001;-89.12791;15.93168;Toledo;Rural;Primary;Government Schools;Government;Arci Cal;
P28105;Green Hills Mennonite Primary;Green Hills Community;Peter Penner;;;;;;2014;-88.975459;17.097822;Cayo;Rural;Primary;Mennonite Schools - H&B;Private;;
P11402;Guadalupe RC Primary;Sandhill Village, 17.5 miles Phillip Goldson Highway;Esther Nal Requena;614-9048;;;guadalupercschool@hotmail.com;;2014;-88.3689477;17.6283615;Belize;Rural;Primary;Catholic Schools;Government Aided;Esther Requena;Melanie Torres
P49403;Guinea Grass Pentecostal Primary;Guinea Grass Village  Orange Walk District;Noe Lopez;303-1031;660-6536;;noelopz74@gmail.com;;1999;-88.59758867;17.96526293;Orange Walk;Rural;Primary;Guinea Grass Pentecoastal Schools;Government Aided;;
P41402;Guinea Grass Roman Catholic Primary School;Guinea Grass Village;Angela Jimenez;303-1028;;;guineagrass20@gmail.com;;2014;-88.59735397;17.96684204;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;;
P50001;Gulisi Community Primary;Monument Site, Dangriga Town;Karol Ellis;613-8963;;;junall057@gmail.com;;2007;-88.24126268;16.96199367;Stann Creek;Urban;Primary;Community Schools;Government Aided;Venancia Flores;Marsha Mejia
P10402;Hattieville Government Primary;115 Sylvestre Blvd, Hattieville Village;Gwendolyn Usher;225-6127;225-6014;;hattievillegovernment@yahoo.com;;2014;-88.3934689;17.4485986;Belize;Rural;Primary;Government Schools;Government;;
P14450;Hattieville SDA Primary;Hattieville Village;Sharlette Belisle-Jacobs;630-5823;;;hattievillesdaschool@gmail.com;https://www.facebook.com/hattieville.sda;1989;-88.392619;17.462312;Belize;Rural;Primary;Adventist Schools;Government Aided;;
P20105;Hidden Paradise Government Primary;Duck Run 3, Spanish Lookout Area;Noemi Pott Gonzalez;613-0189;;;hiddenparadisegovernment@gmail.com;;2003;-89.03432585;17.26126489;Cayo;Rural;Primary;Government Schools;Government;Noemi Gonzalez;
P28207;Hill Top Primary School;Lower Barton Creek;Henry Reddicopp;;;;;;2014;-88.93065782;17.15349771;Cayo;Rural;Primary;Mennonite Schools - H&B;Private;;
P24003;Hills of Promise Primary;Corner George Price Blvd & Said Musa Street;Thiffany Salas;670-3766;;;hillsofpromisesda@yahoo.com;;2014;-89.133134;17.07513652;Cayo;Urban;Primary;Adventist Schools;Government Aided;Thiffany Salas;Delmy Rosales
P28206;Holland Mennonite Primary School;P.O. Box 21 San Ignacio, Cayo District, Belize  Holland Community;Abraham Lowen;;;;;;2014;-89.018079;17.277425;Cayo;Rural;Primary;Mennonite Schools - H&B;Private;Abraham Lowen;
P51401;Holy Angels RC Primary;12 miles SC Valley Road, Pomona;Esan Gutierrez;502-3202;;;holyangelspom@gmail.com;;2014;-88.37536845;16.99309444;Stann Creek;Rural;Primary;Catholic Schools;Government Aided;Sadie Asevedo;Esan Gutierrez
P12009;Holy Cross Anglican Primary School;San Mateo, Ambergris Caye;Rodney Griffith;226-3456;;;holycrossschool@hcmail.bz;;2007;-87.95800778;17.93204994;Belize;Urban;Primary;Anglican Schools;Government Aided;;
P21102;Holy Cross RC Primary;Calla Creek Village;Aide Herrera;620-3590;;;holycrosscallacreek@yahoo.com;;2014;-89.13376266;17.12512502;Cayo;Rural;Primary;Catholic Schools;Government Aided;Aide Herrera;Marian Noble
P51303;Holy Family RC Primary;Hopkins Village, SC District;Barbara Nunez;607-6094;613-9919;;holyfamily518@gmail.com;;1997;-88.28384546;16.858705;Stann Creek;Rural;Primary;Catholic Schools;Government Aided;Natasha Acosta;Hilton Rodriguez
P51002;Holy Ghost RC Primary;Rail Way Pier Road, Dangriga;Dora Sabal;615-7517;;;holyghostdangriga@gmail.com;;2014;-88.22036542;16.95834961;Stann Creek;Urban;Primary;Catholic Schools;Government Aided;Dushinka lopez;Ercelia Wagner
P11001;Holy Redeemer RC Primary;144 North Front Street    P.O. Box 616    Belize City, Belize;Leticia Waight;227-0959;;;hrpschool@yahoo.com;;2009;-88.18728754;17.49672389;Belize;Urban;Primary;Catholic Schools;Government Aided;Leticia Waight;Marixa Guerra
P53401;Hope Creek Methodist Primary;Hope Creek Methodist School    Hope Creek Village  7 Miles Stann Creek Valley Road  Stann Creek District  Belize  Tel – 542-2010;Patricia Usher;542-2010;;;hopecreekmethodistschool@yahoo.com;;2014;-88.3134707;17.0027292;Stann Creek;Rural;Primary;Methodist Schools;Government Aided;Gladys Jackson;Sandra Zuniga
P17401;Horizon Academy Primary;3 miles Phillip Goldson Highway;Victoria Burgos Peres;223-2765;;;principal@horizonacademy.edu.bz;https://horizonacademy.edu.bz/;2009;-88.229091;17.51737736;Belize;Urban;Primary;Private Schools;Private;Dian Meheia;
P25001;Howard Smith Nazarene Primary;Juanito Gongora Street;Marconi Cano;803-3202;600-3361;;howardsmithnazarene@yahoo.com;;1995;-89.1337927;17.073336;Cayo;Urban;Primary;Nazarene Schools;Government Aided;Marconi Cano ( Principal);
P58450;Hummingbird Christian Mennonite Primary;25.5 miles Hummingbird Highway;Jason Kelp;615-7659;;;jmk28bz@gmail.com;;2014;-88.5382091;17.04859458;Stann Creek;Rural;Primary;Mennonite Schools - Church Group;Private;Jason Kropf;
P17009;Hummingbird Elementary Primary;24 Newtown Barrack, Belize City;Jamuna Vasquez;224-5383;;;jamunavasquez@hotmail.com;hummingbirdelementarybelize.com;1983;-88.1881624;17.5091307;Belize;Urban;Primary;Private Schools;Private;Cindy Cain;
P20101;Iguana Creek Government Primary;Selena Village;Melissa Harris/Marion Watson;622-8142;;;iguanacreek97@gmail.com;;1985;-88.98886432;17.29344996;Cayo;Rural;Primary;Government Schools;Government;;
P21401;Immaculate Conception RC Primary;Bullet Tree Falls Village;Victor Daniel Pott;844-4060;;;immaculateconception604@gmail.com;;2014;-89.1118166;17.17028661;Cayo;Rural;Primary;Catholic Schools;Government Aided;Victor Daniel Pott;Lloyd Martinez
P50103;Independence Primary;Independence Village, SC District;Clint Foreman;523-2506;;;independenceprimaryschool@gmail.com;;1993;-88.41500479;16.53484501;Stann Creek;Rural;Primary;Government Schools;Government;Clint Coleman;Jose Funez
P40101;Indian Church Government Primary;Indian Church Village,  Orange Walk District;Ms. Sonia Tun;663-8668;;;indianchurchgovsch@gmail.com;;2014;-88.65842716;17.75312214;Orange Walk;Rural;Primary;Government Schools;Government;Eutemio Magania;Sonia Tun (663-8668)
P48101;Indian Creek Mennonite Community Primary;P.O Box 45  Indian Creek;Johan Thiessem;;;;;;2014;-88.65705387;17.75309404;Orange Walk;Rural;Primary;Mennonite Schools - H&B;Private;Johan Thiessen;Wilhelm Harder
P61202;Indian Creek RC Primary;Indian Creek Village;Primotivo Co;605-3633;;;indiancreekrc79@gmail.com;;2014;-88.832219;16.312807;Toledo;Rural;Primary;Catholic Schools;Government Aided;Ms. Miguelina Mendez;
P18450;Isabella Harmony Primary;PO Box 596 Belize City/ Isabella Bank;Justin Goff;622-6711;;;isabella.schrock@gmail.com;;2014;-88.538209;17.579366;Belize;Rural;Primary;Mennonite Schools - Church Group;Private;;
P61107;Jalacte RC Primary;Jalacte Village;Omar Requena;629-9181;;;jalacterc@gmail.com;;1983;-89.202056;16.203971;Toledo;Rural;Primary;Catholic Schools;Government Aided;Floriano Chun;
P14001;James Garbutt SDA Primary;21 Albert Street West, Belize City;Maren Moralez;207-2769;;;jamesgarbuttsda@yahoo.com;;1954;-88.1886479;17.4892637;Belize;Urban;Primary;Adventist Schools;Government Aided;Mrs. Sandra Carr;Sofia Tosta
P28301;Jireh Fundamental Education;Spanish Lookout;Tina Perez / Katie Salazar;671-0477;671-1986;;jirehfe@yahoo.com;;2001;-89.0026375;17.2144427;Cayo;Rural;Primary;Mennonite Schools - Spanish Lookout;Private;Tina Perez;katie Salazar
P68460;Jordan Mennonite Primary;Jordan Village /PO Box 35, Punta Gorda;Howard Kropf;603-1287;;;belizehomefeeling@gmail.com;;2014;-89.016545;16.151895;Toledo;Rural;Primary;Mennonite Schools - Church Group;Private;Mervin Amstutz;
P57001;Kids First Child Development Center Primary;7 Rice Street  Dangriga;Carla Thompson;502-0272;;;kidsfirst82@yahoo.com;;2000;-88.22381549;16.97261741;Stann Creek;Urban;Primary;Private Schools;Private;Carla Thompson;
P20004;Kuxlin Ha Government Primary;Masaan St.  Maya Mopan  Belmopan;Shirline Wiltshire;663-6142;;;kuxlinha@gmail.com;;2007;-88.75091571;17.24511902;Cayo;Urban;Primary;Government Schools;Government;Gilberto Chulin Jr. (Vice-Principal);Marlin Muslar (Vice-Principal)
P20404;La Gracia Government Primary;La Gracia Village, Yalbac Area,Cayo;Noemi Westby;660-8563;660-9696;;lagraciagovtschool@gmail.com;;1993;-88.93366512;17.3538976;Cayo;Rural;Primary;Government Schools;Government;Noemi Westby;Ismael Meighan
P41003;La Inmaculada RC Primary;3 Church St., Orange Walk Town;Lenny Umana;322-3450;;;lainmacualadarcschool@yahoo.com;;2013;-88.55877801;18.07972456;Orange Walk;Urban;Primary;Catholic Schools;Government Aided;;
P21101;La Inmaculada RC Primary-CYO;Arenal Village;Oscar Rene Guerra;621-8200;;;lainmaculada1967@gmail.com;;1964;-89.14862;17.02302;Cayo;Rural;Primary;Catholic Schools;Government Aided;Oscar Guerra (Principal);
P17002;La Isla Bonita Elementary Primary;Cormorant Street, San Pedro;Hector Trejo;226-3754;;;teacherhectorteaches2020@gmail.com;IslaBonitaElementarySchool.com;2000;-87.96043406;17.92448925;Belize;Urban;Primary;Private Schools;Private;;
